ObjectID,Site Name,EPA ID,Site ID,Region,Address,State,County,City,ZIP,Latitude,Longitude,Site NPL Status,Ready for Anticipated Use Status,Construction Complete,Site Name Alias,Snapshot,Site Background,In Opportunity Zone,Near Railroad,Near Highway,Near Electric Transmission Line,Population Density,Acres,Is the Site in Reuse?,Reuse Plan Name,Reuse Plan URL,Link to Site Snapshot,Most Recent Reuse-Related Document,Link to Document,x,y
32,AGRICULTURE STREET LANDFILL,LAD981056997,0600646,6,ABUNDANCE STREET,LA,ORLEANS,NEW ORLEANS,70126,29.98866,-90.040165,Currently on the Final NPL,Meets the Measure,Yes,"AGRICULTURE STREET LANDFILL, AGRICULTURE STREET LANDFILL, MOTEN ELEMENTARY SCHOOL",,The Fourth Five Year Review Report was completed in September 2018. The most recent review concluded that response actions at the site are in accordance with the remedy selected by EPA and that the remedy continues to be protective of human health and the,Completely Within,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",163.93448233,Yes,Project Summary,https://semspub.epa.gov/src/document/HQ/100000973,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-louisiana#agstreet,,,-10023225.3187,3502092.2754999995
33,AIDEX CORP.,IAD042581256,0700155,7,I-29 & HIGHWAY 370,IA,MILLS,MINEOLA,51554,41.143839,-95.813556,Deleted from the Final NPL,Meets the Measure,Yes,"AIDEX CO (FINDS), AIDEX CORP, AIDEX CORP., AIDEX CORPORATION",,"The 15-acre Aidex Corporation site is located in rural Mineola, Iowa, about seven miles south-southwest of Council Bluffs. Aidex Corporation operated a pesticide formulation facility at the site from 1974 until 1980. The soil and groundwater at the site w",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1 mile,"Rural (less than 2,500 people)",14.515384225,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-iowa#aidex,AIDEX CORP. 2015 Economic Case Study,https://semspub.epa.gov/src/document/07/30245980,-10665916.265,5033581.0898
34,AIR FORCE PLANT #4 (GENERAL DYNAMICS),TX7572024605,0603610,6,GRANTS LANE,TX,TARRANT,FORT WORTH,76108,32.777781,-97.45,Currently on the Final NPL,Meets the Measure,Yes,"AIR FORCE PLANT #4 (GEN DYNAMICS), AIR FORCE PLANT #4 (GENERAL DYNAMICS), PLANT #4 (GENERAL DYNAMICS)",,The Air Force Plant #4 (AFP4) site is located in Tarrant County near Fort Worth Texas. AFP4 is a 760-acre facility that has manufactured military aircraft since 1942. The U.S. Air Force (USAF) currently owns the facility; Lockheed Martin Corporation opera,No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",656.52803604,Yes,,,,,,-10848084.3778,3865845.117399998
35,AIR FORCE PLANT 85,OH1170090004,0504928,5,ALUM CREEK DRIVE,OH,FRANKLIN,COLUMBUS,43219,39.987777,-82.887221,Proposed for NPL,Does Not Meet the Measure,No,"AIR FORCE PLANT 85, AIR FORCE PLANT 85, FORMERLY NAVAL WEAPONS IND RESERVE, US AIR FORCE PLANT 85 AKA US NAVY WEAPON, US AIR FORCE PLANT 85 AKA US NAVY WEAPON, US NAVY NAVEL WEAPONS IND RESERVE PLT",,"Air Force Plant 85 is located near Columbus in Franklin County, Ohio. From 1941 to 1994, several companies, including Curtiss-Wright Corp., Rockwell International and McDonnell Douglas, made and tested naval aircraft and missile systems on site. Past oper",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",,Yes,,,,,,-9226963.235,4864166.225400001
36,AIR FORCE PLANT PJKS,CO7570090038,0800359,8,12275 SOUTH HIGHWAY 75,CO,JEFFERSON,LITTLETON,80127,39.508686,-105.128965,Currently on the Final NPL,Does Not Meet the Measure (Retracted),Yes,"AIR FORCE PLANT PJKS, MARTIN MARIETTA DENVER AEROSPACE, PJKS",,"The Air Force Plant Peter J. Kiewit and Sons (PJKS) site is owned and operated by Lockheed Martin Astronautics Operation. The plant is located 25 miles southwest of Denver, near Waterton Canyon, Colorado. PJKS consists of 464 acres, and is surrounded by a",No,No,No,Yes - 1 mile,"Rural (less than 2,500 people)",502.26546149,Yes,,,,,,-11702902.8514,4794800.635300003
37,AIRCO,KYD041981010,0401977,4,HWY 1523,KY,MARSHALL,CALVERT CITY,42029,37.0496,-88.3225,Deleted from the Final NPL,Meets the Measure,Yes,"AIRCO, AIRCO, AIRCO CARBIDE INC/DIV AIRCO INC",,The 2.75-acre Airco Superfund site is a former industrial landfill northeast of downtown Calvert City in western Kentucky. The site shares a border with the B.F. Goodrich Superfund site. EPA placed the site on the Superfund program’s National Priorities L,No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",20.646981365,No,,,,,,-9832015.7256,4446022.644500002
38,AIRCO PLATING CO.,FLD004145140,0400561,4,3636 NW 46TH STREET,FL,MIAMI-DADE,MIAMI,33142,25.8152,-80.2559,Currently on the Final NPL,Meets the Measure,Yes,"AIRCO PLATING CO, AIRCO PLATING CO INC, AIRCO PLATING CO., AIRCO PLATING CO., AIRCO PLATING CO., AIRCO PLATING CO., INC.","The 2-acre Airco Plating Co. Superfund site is in Miami, Florida. A metal plating facility has been on-site since 1955. Waste-handling practices contaminated soil and groundwater with metals and hazardous chemicals. The main threat posed by the site is t","The two-acre Airco Plating Company Superfund site is an active metal plating facility in Miami, Florida. The site is located in a commercial and industrial area. The site has operated as an active metal plating facility since 1955. EPA placed the site on ",Completely Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",2.1629890211,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-florida#airco,AIRCO PLATING CO. 2017 Fact Sheet,https://semspub.epa.gov/src/document/11/196992,-8934045.9212,2976210.616799999
39,AIRCRAFT COMPONENTS (D & L SALES),MI0001119106,0507629,5,671 NORTH SHORE DRIVE,MI,BERRIEN,BENTON HARBOR,49022,42.126944,-86.454444,Currently on the Final NPL,Does Not Meet the Measure (Retracted),Yes,"AIRCRAFT COMPONENTS (D & L SALES), AIRCRAFT COMPONENTS (D & L SALES), AIRCRAFT COMPONENTS (MICHIGAN RADIOLOGIC, AIRCRAFT COMPONENTS INC, BENTON HARBOR, BENTON HARBOR RADIATION SITE, D & L SALES, MICHIGAN RADIATION SITES","The 17-acre Aircraft Components (D & L Sales) Superfund site is next to the Paw Paw River in Benton Harbor, Michigan. Several manufacturing companies were on-site, including an airplane parts resale business. Some of the aircraft parts contained radioact","The 17-acre Aircraft Components, Inc. (D&L Sales) site is located in Benton Harbor in Berrien County, Michigan. Several manufacturing facilities operated on site from the 1910s to the 1950s. The site began to be used for a variety of manufacturing purpose",Partially Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",29.561487532,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-michigan#aircraft,AIRCRAFT COMPONENTS (D & L SALES) 2018 Fact Sheet,https://semspub.epa.gov/src/document/11/197133,-9624064.6829,5180014.047799997
40,ALABAMA ARMY AMMUNITION PLANT,AL6210020008,0400449,4,STATE HWY 235,AL,TALLADEGA,CHILDERSBURG,35044,33.3381,-86.3268,Currently on the Final NPL,Does Not Meet the Measure,No,"ALABAMA ARMY AMMUNITION PLANT, USA ALABAMA ARMY AMMUNITION PLANT, USA ALABAMA ARMY AMMUNITION PLANT, USA ALABAMA ARMY AMMUNITION PLT",,"The 5,170-acre Alabama Army Ammunition Plant (AAAP) site is located in Talladega County, Alabama, near Childersburg. It is the location of a former explosives manufacturing facility. The U.S. Environmental Protection Agency placed the site on the Superfun",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",8912.4361986,Yes,,,,,,-9609855.4178,3940267.553000003
41,"ALABAMA PLATING COMPANY, INC.",ALD004022448,0400129,4,570 HIGHWAY 231 NORTH,AL,SHELBY,VINCENT,35178,33.399722,-86.405,Currently on the Final NPL,Meets the Measure,Yes,"ALABAMA PLATING CO INC, ALABAMA PLATING CO INC, ALABAMA PLATING COMPANY, INC., ALABAMA PLATING COMPANY, INC., ALABAMA PLATING COMPANY, INC.",,"The 6-acre Alabama Plating Co. Inc. Superfund site is located in Vincent, Shelby County, Alabama. It includes an area where electroplating took place from 1956 to 1986.
EPA placed the site on the Superfund program’s National Priorities List (NPL) in 2012 ",No,Yes - 1 mile,No,Yes - 1 mile,"Rural (less than 2,500 people)",4.9009373035,No,,,,"ALABAMA PLATING COMPANY, INC. 2018 Fact Sheet",https://semspub.epa.gov/src/document/11/100001756,-9618560.602,3948481.3583
42,ALADDIN PLATING,PAD075993378,0301099,3,1 LAYTON RD,PA,LACKAWANNA,SCOTT TOWNSHIP,18411,41.491939,-75.662781,Deleted from the Final NPL,Meets the Measure,Yes,"ALADDIN ELECTROPLATING, ALADDIN PLATING, ALADDIN PLATING, ALADDIN PLATING",,"The 8.5-acre Aladdin Plating site is located in Scott Township, Pennsylvania. A small electroplating business operated on site from 1947 to 1982, when it closed following a fire. Facility activities included rinsing electroplated items in water, sulfuric ",No,No,Yes - 1 mile,No,"Urban Area (50,000+ people)",23.723415561,No,,,,,,-8422742.2529,5085175.593699999
43,ALAMEDA NAVAL AIR STATION,CA2170023236,0902731,9,W END CITY OF ALAMEDA,CA,ALAMEDA,ALAMEDA,94501,37.788889,-122.33,Currently on the Final NPL,Does Not Meet the Measure,No,"ALAMEDA NAVAL AIR STA, ALAMEDA NAVAL AIR STATION, ALAMEDA NAVAL AIR STATION, NAVAL AIR STATION ALAMEDA",,"The 2,806-acre Alameda Naval Air Station, now known as Alameda Point, is a closed Navy installation located on the western tip of Alameda Island in the City of Alameda. Solid wastes generated at the site were disposed of in two on-base landfills. All liqu",Partially Within,Yes - 1/2 mile,Yes - 1 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",843.6452281,Yes,,,,,,-13617713.3087,4549645.685199998
44,ALAMO CONTAMINATED GROUND WATER,TNN000410203,0410203,4,SOUTH BELLS STREET,TN,CROCKETT,ALAMO,38001,35.784153,-89.118022,Currently on the Final NPL,Does Not Meet the Measure,No,"ALAMO CONTAMINATED GROUND WATER, ALAMO CONTAMINATED GROUNDWATER, ALAMO CONTAMINATED GROUNDWATER SITE","The Alamo Contaminated Ground Water Superfund site is in Alamo, Tennessee. In 1988, groundwater samples from two of the city’s four public water supply wells had contamination at levels above federal standards for drinking water. The public water supply ","The Alamo Contaminated Ground Water Superfund site is located Alamo, Tennessee, about 10 miles northwest of Jackson. It includes an area of contaminated groundwater potentially resulting from various operations in the community’s downtown business distric",Completely Within,No,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",194.52968279,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-tennessee#alamo,,,-9920572.8295,4270961.6592999995
45,ALARIC AREA GW PLUME,FLD012978862,0405001,4,2110 N. 71ST STREET AND 14TH AVENUE,FL,HILLSBOROUGH,TAMPA,33619,27.964083,-82.375139,Currently on the Final NPL,Does Not Meet the Measure,Yes,"ALARIC AREA GW PLUME, ALARIC INCORPORATED, ALARIC INCORPORATED","The 1.7-acre Alaric Area GW Plume Superfund site is in the Orient Park area of Tampa, Florida. It includes the former Alaric property and several adjacent lots where contaminated groundwater migrated. Starting in the early 1970s, a variety of businesses ","The 1.7 acre Alaric Area GW Plume Superfund site (Alaric) is located in Tampa, Florida in a mostly commercial and industrial area of Orient Park. It includes an area occupied by several businesses since the 1970s. The site currently contains a 5,000-squar",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",1.0312536537,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-florida#alaric,ALARIC AREA GW PLUME 2019 Fact Sheet,https://semspub.epa.gov/src/document/HQ/100002009,-9169958.5275,3244446.231899999
46,ALARK HARD CHROME,CAD098229214,0901694,9,2777 MAIN STREET,CA,RIVERSIDE,RIVERSIDE,92501,33.991886,-117.367186,Currently on the Final NPL,Does Not Meet the Measure,No,"ALARK HARD CHROME, ALARK HARD CHROME",,"Alark Hard Chrome was a plating operation located on Main Street near Poplar Street in Riverside, California. It operated from 1971 to 1985. In 1982, Riverside County Health Department discovered soil contamination on site. The site’s potentially responsi",Partially Within,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",9.3619926484,No,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-california#alark,,,-13065255.3814,4027712.566200003
47,ALASKA BATTERY ENTERPRISES,AKD004904215,1000017,10,157 OLD RICHARDSON HIGHWAY,AK,FAIRBANKS NORTH STAR,FAIRBANKS,99701,64.8203,-147.7038,Deleted from the Final NPL,Meets the Measure,Yes,"ALASKA BATTERY ENTERPRISES, ALASKA BATTERY ENTERPRISES, ALASKA BATTERY ENTERPRISES, ALASKA BATTERY ENTERPRISES, ALASKA BATTERY ENTERPRISES, ALASKAN BATTERY ENTERPRISES",,"The 1-acre Alaska Battery Enterprises site is located about 1.5 miles south of Fairbanks, Alaska. Between 1962 and 1992, the property owner operated a battery recycling facility on the site. Site activities contaminated soil with lead and other hazardous ",No,No,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",4.5929030584,Yes,,,,,,-16442311.8042,9561196.1421
48,ALASKA RAILROAD ANCHORAGE YARD,AKD980983241,1000079,10,1ST AVENUE,AK,ANCHORAGE,ANCHORAGE,99501,61.225278,-149.877778,Not on the NPL,Does Not Meet the Measure,No,"ANCHORAGE TERMINAL RESERVE, USDOT-FRR ALASKA RAILROAD- ANCHORAGE",,The Anchorage Terminal Reserve includes an active rail yard and other properties leased to tenants. The 600-acre area is owned by the Alaska Railroad Corporation and is located near Ship Creek in an industrial area of Anchorage. Both the rail yard and the,Partially Within,No,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",4441.7343474,Yes,,,,,,-16684317.9282,8677734.838699996
49,ALBION-SHERIDAN TOWNSHIP LANDFILL,MID980504450,0502775,5,13355 29 MILE ROAD,MI,CALHOUN,ALBION,49224,42.24955,-84.7195,Currently on the Final NPL,Meets the Measure,Yes,"ALBION SHERIDAN TOWNSHIP LANDFILL, ALBION SHERIDAN TWP LDFL, ALBION SHERIDAN TWP LDFL, ALBION SHERIDAN TWP LDFL, ALBION-SHERIDAN TOWNSHIP LANDFILL",,"The Albion-Sheridan Township Landfill site is located near Albion, Michigan.  The landfill accepted municipal refuse and
industrial wastes from households and industries in the City of Albion and nearby
townships.  In the early 1970s, the
Michigan Departm",No,Yes - 1/2 mile,Yes - 1 mile,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",86.0360364,No,,,,,,-9430931.6003,5198434.433700003
50,ALCOA (POINT COMFORT)/LAVACA BAY,TXD008123168,0601752,6,Postal Address is unavailable for the Site,TX,CALHOUN,POINT COMFORT,77979,28.650833,-96.562222,Currently on the Final NPL,Meets the Measure,Yes,"ALCOA (POINT COMFORT)/LAVACA BAY, ALCOA (POINT COMFORT)/LAVACA BAY, ALUMINUM CO OF AMERICA CLASS II LANDFILL",,"The Alcoa (Point Comfort)/Lavaca Bay site is located in Calhoun County, Texas, near the City of Point Comfort. The area includes the 3,500-acre Alcoa Point Comfort Operations (PCO) Plant, the 420-acre Dredge Island, portions of Lavaca Bay, Cox Bay, Cox Cr",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",5411.2743094,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-texas#alcoa,,,-10749257.3829,3331279.518799998
51,ALCOA (VANCOUVER SMELTER),WAD009045279,1000597,10,5509 LOWER RIVER RD,WA,CLARK,VANCOUVER,98660,45.649439,-122.7318,Deleted from the Final NPL,Meets the Measure,Yes,"ALCOA (VANCOUVER SMELTER), ALCOA (VANCOUVER SMELTER), ALCOA-VANCOUVER, ALUMINUM COMPANY OF AMERICA - VANCOUVER",,"The 300-acre Alcoa (Vancouver Smelter) site is located next to the Columbia River in Vancouver, Washington. The former Aluminum Company of America (Alcoa) operated an aluminum smelter on the western portion of the site between 1940 and 1985. From 1973 unt",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",548.13059388,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-washington#alcoa,,,-13662441.4801,5724348.444499999
52,ALCOA PROPERTIES,ILSFN0508010,0508010,5,3000 E. MISSOURI AVENUE,IL,ST. CLAIR,EAST ST. LOUIS,62205,38.603056,-90.130556,Not on the NPL,Does Not Meet the Measure,No,NORTH ALCOA,"The 400-acre Alcoa Properties Superfund site is in East St. Louis, Illinois. From about 1902 to 1957, Alcoa refined aluminum at the site. Smelting wastes contaminated soil and groundwater. The area is not on the National Priorities List (NPL). The site i","The 400-acre North Alcoa site is in a mixed-use area in East St. Louis. Aluminum refinery operations began on-site in 1902. The process involved removing the aluminum content from naturally occurring, aluminum-enriched soils, known as bauxite. The plant o",No,Yes - 1/2 mile,Yes - 1 mile,Yes - 1 mile,"Urban Area (50,000+ people)",671.28030245,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-illinois#alcoa,,,-10033287.5988,4664971.198600002
53,ALGOMA MUNICIPAL LANDFILL,WID980610380,0505095,5,SEC32 T25N R25E TOWN OF AHNAPEE,WI,KEWAUNEE,ALGOMA,54201,44.597,-87.4912,Currently on the Final NPL,Meets the Measure,Yes,"ALGOMA MUNI LDFL, ALGOMA MUNI LDFL, ALGOMA MUNI LDFL, ALGOMA MUNICIPAL LANDFILL",,"The Algoma Municipal Landfill is located two miles west of Algoma in the unincorporated township of Ahnapee in Kewanee County. The city of Algoma owns the 13-acre landfill and operated it from 1969-83. In 1970, the landfill received a license from the sta",No,No,No,Yes - 1 mile,"Rural (less than 2,500 people)",31.540455814,No,,,,,,-9739475.8329,5558298.947499998
54,ALKALI LAKE SITE,ORD980511497,1000468,10,"T30S, R23E, S18, T.L. 300",OR,LAKE,LAKE COUNTY,97630,42.968056,-120.046944,Not on the NPL,,No,"ALKALI LAKE DISPOSAL, ALKALI LK DSPL, LAKEVIEW DUMP SITE",,"The Alkali Lake Site is in Lake County, Oregon, situated about 35 miles Southeast of Christmas Valley on 390 acres of land owned by the State of Oregon. The principal Site feature of concern to EPA is a 10.3-acre chemical waste disposal area (CWDA), locat",No,No,No,No,,,No,,,,,,-13363564.6774,5307110.907700002
55,ALLEGANY BALLISTICS LABORATORY (USNAVY),WV0170023691,0303171,3,COUNTY RTE 9,WV,MINERAL,MINERAL COUNTY,26753,39.560972,-78.843611,Currently on the Final NPL,Does Not Meet the Measure,No,"ALLEGANY BALLISTICS (US NAVY), ALLEGANY BALLISTICS LABORATORY (USNAVY), ALLEGANY BALLISTICS LABORATORY (USNAVY), ALLEGANY BALLISTICS LABORATORY (USNAVY), ALLEGANY BALLISTICS LABORATORY (USNAVY), HERCULES INC AEROSPACE",,"The Allegany Ballistics Laboratory (ABL) is located in Mineral County in the northeastern part of West Virginia, approximately 10 miles southwest of Cumberland, Maryland along the West Virginia and Maryland border.  ABL was constructed in 1942 for the Arm",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",1565.4067941,Yes,,,,,,-8776830.6288,4802347.531300001
56,ALLIED CHEMICAL & IRONTON COKE,OHD043730217,0504336,5,3330 S 3RD ST,OH,LAWRENCE,IRONTON,45638,38.5057,-82.658,Currently on the Final NPL,Meets the Measure,Yes,"ALLIED CHEM & IRONTON COKE, ALLIED CHEM & IRONTON COKE, ALLIED CHEM & IRONTON COKE, ALLIED CHEMICAL & IRONTON COKE, ALLIED CHEMICAL & IRONTON COKE, IRONTON COKE CORP","The 129-acre Allied Chemical & Ironton Coke Superfund site is next to the Ohio River and Ice Creek in Ironton, Ohio. A coke plant was on-site from 1917 to 1982. The site includes the coke plant and five lagoons, a 28-acre tar plant, parts of Ice Creek, a","Historical facility operations in the area contaminated soil, sediment, and groundwater with hazardous chemicals.  The 129-acre site was placed on the National Priority List (NPL) in 1983  and consisted of a former coke plant and five former lagoons, a fo",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",211.415087,Yes,,,,,,-9201446.47,4651112.646300003
